verified_reviews,sentiment
I love Paradise Bakery. It is a good place for a good healthy snack or lunch. It is a nice lil cafe. The staff were very respectful and I didn't wait long at all to get my order.,Positive
Good food. I had the pork belly. Cheeseburger & gnocchi was ok. Their strawberry shortcake was not great. If you live in the area its a great place to eat. I would not make the drive again.,Neutral
"Came here the other evening with the fam, it was pretty tasty. The lady behind the counter was super sweet too. We thoroughly enjoyed our frozen treats & left satisfied. Many good flavors & toppings to choose from. I can't wait to try Yogurtini next! :D",Positive
"The setting is awesome, the menu is solid. The service and quality were below expectations.",Negative
The employee handled my food with her bare hands and then put a plastic covered fork inside my box on top of my food.  This is not sanitary!  Please train your employees.,Negative
"The Echo Dot (2nd Generation) Smart Speaker is very compound in size, however it  projects very good sound. It also has a port in which you can connect an external speaker  for greater projection of sound. I also like it size because it's not awkward, and it doesn't take up a lot of space. It works great with the Alexa App. I also think the size is great for college students who live in dorm rooms with small limited spacing.",Positive
Did a family style dinner for a wedding rehearsal. Not well designed but had a good time. Wait staff seemed a bit over whelmed. Will need to try a regular dinner to judge better.,Neutral
A pretty basic buffet and probably the worst in town but it's cheap and there was enough here for a decent breakfast.  The kids liked it and it's definitely family friendly.,Negative
Slowest services ever! Do not go threw the drive threw window. Understaff and slow! Plus you will get skipped in line if you go in the drive through window. Never am I going here again.,Negative
Grade: C-\n\nGood food. Lousy service. WAY OVERPRICED martinis @ $10 each. I thought the bat flying around the dining room was a nice touch. Skip this hole.,Neutral
Not bad. Not bad at all. It's not like so great but not bad at all. I might go there again. It's good for light meal.,Neutral
works great but speaker is not the good for music. Will need to get a Bluetooth speaker.,Positive
"When fast food is no longer 'fast' food,  then what is left? Stopped here in a hurry and... We deeply regretted it.  Either they are painfully slow, or they were giving priority to drive through customers which in my opinion is totally wrong.",Negative
"Love, Love, Love!!",Positive
Old packer is now chiefs tavern. Cleaned up remodeled.great food and beer! Very clean.,Positive
Love it. I play music everyday and voice  activated makes it so easy,Positive
"How disappointing to find today that the signature spinach artichoke soup will not be offered every day - only intermittently as a special. This has been one of our favorite restaurants and if the management chooses to stick with its decision on the soup, it could lose our business.",Negative
I'm going to keep this short and sweet.  This was the worst vegetable pad thai I've ever had.  It had no flavor and was DRIPPING with grease *dropping the mic*,Negative
love it,Positive
"I had the fried pickles, which were interesting.  The taco-trio with beef brisket, pulled pork, chicken and a bacon wrapped jalapeno.  Good, but not 4-star worthy.",Neutral
We came here for a quick bit to eat.  We shared a turkey sandwich which was decent but the next day we ordered a tuna melt and it was gross,Neutral
The echo dot disconnects from the speaker about 12-20 times a day. Do not buy the refurbished product.  2 stars for effort.,Negative
"Awesome breadsticks!!! The pizza was decent, tangy sauce which is a bit odd and different but delicious. Owners are extremely friendly",Neutral
"Food not great, took forever to get food then it came out cold. Service is below average and then the waitress messed up on our tabs and it took over 30 mins to get it sorted out. Not a place to right home about!",Negative
"Not as impressive as some of the stores on the Strip, but usually more accessible than most malls. I mean please people, it is a MALL",Neutral
Poor air conditioner!!! And Not Great foods!! :-X.  Don't  go there trust me your ll be so sorry i was!  :(,Negative
"Took me awhile to get it connected. I'm not electronically savy but now that it is, I love it.",Positive
Had a burger it was edible. Had strawberry shortcake it was ok....overall a very mediocre dining experience,Negative
I can't express how angry I am at this bar. I own a small business and do not give negative reviews On yelp unless I have had absolutely horrible service,Negative
It works perfect!,Positive
Worse Starbucks in town. People are rude that work here and the drinks are always wrong. Ordered a black tea lemonade and waited 15 minutes when people after were already getting their Frappuccino drinks.,Negative
Good burger but fries need help.  Would be so e z to make it great,Neutral
We had the buffet at the Wynn on a Friday for lunch and were very disappointed. The selection and taste of the food was mediocre at best. The $25.99 price per buffet was definitely not worth it and we felt ripped off. We expected much more.,Negative
Was loving it but starting in June Hulu stopped working and crunchyroll doesn’t work either. Probably will switch to something else soon.,Negative
Authentic Ethiopian food!!!!!!!!!1,Positive
"Bought this to replace a Sony Dash (remember those?) after Sony decided to pull support from it entirely. It works great for what I use it for: an alarm clock, a weather station, background music player and voice control of lights throughout my house. My biggest gripe about the device and why I knocked a star off is that you can't turn off the suggestions on &#34;Things to Try&#34;. It 's an annoying and a stupid design decision since you have control to turn off other things you don't want to see as it cycles through content screens. A software update or two would help this improve especially full control of what we want and don't want to see in the content rotation.",Positive
"I've only been to this location once, but it was a good experience. We went to get a free birthday ice cream cone for my son. He was thrilled about the ice cream (what 3-year-old isn't?) and gobbled it up. I love their chocolate fudge ice cream.",Neutral
"SCAM! Do NOT order from here. They took my money, never delivered the cheesecake, and just stopped responding to my messages. When I reported that incident to my bank, they said they delivered on time. After reading this, I am completely shocked that it happened to others, too.",Negative
Good salad but it took way too long to get our meal.,Neutral
"Great price.  I love my echo dot,",Positive
"The most memorable meal that we had during our visit in Montreal was here.\n\nATMOSPHERE: small, casual, busy, noisy, exciting\nSERVICE: top notch. we sat at the bar and got to see all the action\nFOOD: just about everything we tried blew our lids off - we bought the book without hesitation",Positive
Works great! Killer speaker! My wife and son love it.,Positive
Went here just for dessert. \n\nThe staff was nothing to write home about. They were prompt on refills of my beverage. Dessert was just placed down roughly while my waitress walked away. \n\nFlavors were pretty good.,Neutral
This thing barely works. You have to select 3rd party apps to do stuff you'd think it could do out of the box. I'm sending mine back asap. Waste of money.,Negative
I am giving them 3 stars because i have been here and gotten good service before.  I went on 9-14-2014 and the service was horrible... wait... i guess it wasnt horrible because i didnt receive any service.  I was so disappointed i just ended up leaving...,Neutral
"Love the store, the employees are very nice and polite and helpful. There meat & fish dept is great and tastes good. the only problem I have is there high prices other than that I love going there.",Neutral
It is a small bar above union pig and chicken. The drink menu is small and list of ingredients are strange and difficult to understand. The price per drink is $8-$12. The drinks themselves are good but hardly worth the price. Service is fair.,Negative
the food was fine on a weekend but disastrous on a week day. the weekend price is just 2$ above that of the weekday but the food is much better. less than average customer service.,Neutral
I was here for brunch and found my meal to be dry and unfufilling.  The restaurant was nice - did a great job of feeling like a french brasserie but it also felt a bit like a fancy Denny's in the morning.  The wait staff was good.,Negative
Echo is good.,Positive
"Service was good, everyone was friendly and the sushi is good and the prices are great! The happy hour is a good deal. The outside area needs tending, clean Windows, sweep up cigarettes and wipe down tables and chairs. I would still come back...",Neutral
This has got to be the worst pharmacy of all the Walgreens stores! They are always so busy never enough staff how to handle the amount of people.,Negative
CMU food truck. \nRice is dry and old. Clumped together. \n\nChicken and vegetable  - has only vegetable \n\nShould have gone with General Tso,Neutral
"Love it, still learning, makes a lot of things easier, like if you forget to turn a light off and your in another room all you do is ask Alexa to turn the light off.",Positive
"We came here before with friends and it was amazing... but this place blows if you're not Korean. They stereotype their customers. A white chick and a black guy obviously can't get service here. I guess if you aren't Korean or Asian, bring a friend who is. Good luck!",Negative
"Flamingo was my favorite with GO delux rooms, but my goodness their customer service is so terrible I would never go there again! There is a manager by the mane Ron or starts with the letter R, maybe Ramon. Total jerk! You do not believe me please go ahead",Negative
Thank you! Great Product!,Positive
Stopped by here on the way to the airport.  They had a large variety of beers. And some interesting memue items. Pinky dog was awesome,Positive
"Pricey for gelato - paid almost $6 bucks for a 2 scoop cone. Also, there was nothing special about it. It's definitely not a place I'd go out of my way to go to again. Just another shop that pushes cream :-/",Negative
"The staff is incredibly rude. I pay $20 dollars a month to go here and I am treated like a child. Half the equipment does not work properly. The changing areas are nice though, I will give them that. I would take my business elsewhere. No customer service here whatsoever.",Negative
I love it. It is compatible with many of my cameras and it does everything that the echo dot does.,Positive
"I have been thinking about getting this for a long time and was excited when it arrived bundled with a Philip Hue bulb.  The excited ended quickly.  I spend about a total of 4 hours attempting to add this bulb to my Alexa Echo Plus.  Everything I tried, ended in a Discovery Failed message.  I tried to set this up over and over and over again.  I watched YouTube videos.  I read set up websites.  I was the poster child of insanity (doing the same thing over and over again and expecting different results).The next day I went onto Amazon to get the tech support.  I was hoping something would be done to make this thing work, but also the problem not being operator error.  Well after 3 tech support staff and 1 hr. and 19 mins. of being on the phone, it still didn't work.  This product has tested my patience.  So far this experience is shifting my mindset from going to a smart home to just kicking it old school.The only reason I gave this two stars is because Amazon will be sending me a different Echo Plus and light bulb.  The problem wasn't the bulb, because before packing up the items, I purchased another bulb and still Alexa couldn't locate this device.I pray the next attempt is successful and then I will revise this rating, but what are the odds that I was shipped a defective Echo?  The support person had the same thought.  Maybe I should be exploring the Google device but I can't get over the look of that hub.  It looks like a defuser.I can't believe I didn't find YouTube videos that show the problems I did.  Everything looked simple and seamless...NOT the experience I had.  OK, I'm done with this review because I spend enough wasted time this weekend already.",Negative
Simply put. Order the food not the pizza.,Neutral
"Not really a sushi place. More like a sports bar. They are the kings of spicy imitation crab. It's everywhere, on everything. Even just laying around the plate for \""presentation\"". This is our last visit.",Negative
"The actual bar (especially the outdoor area) is really pleasant in the cooler months.  That being said its also near the university so can be overcrowded with snotty hipsters at times.  A good place to socialize with reasonable prices, and oysters, yum.",Neutral
Out of business! Boo.,Negative
Alittle later the 1st night and were here at Koi.\n\nWe shared:\nTuna tartare\nRainbow roll\nSeafood tempura\nSoftshell crab roll\nYellowtail and Scallion roll\nUnagi roll\n\nSushi can be expensive and this was not one of those time it was necessarily worth it.,Neutral
I bought two refurbished ones for work and home. They both work perfectly and appear brand new,Positive
very nice gadget. love it's look.,Positive
"I like the kind of music the play here (Hip-hop with a little house), however, the crowd and location are a little annoying. However, there is almost never a line, so if you couldn't get into light then come here.",Neutral
"We love Alexa! We use her to play music, play radio through iTunes, play podcasts through Anypod, and set reminders. We listen to our flash briefing of news and weather every morning. We rely on our custom lists. We like being able to voice control the volume. We're sure we'll continue to find new uses.Sometimes it's a bit frustrating when Alexa doesn't understand what we're saying.",Positive
"All is fine with the Spot exact for one massive failing.  In order to turn off a repeating alarm in the morning you pretty much have to talk - which is not a thing you usually want to do when first woken up and your bed partner will definitely not like.  YES, you can manually swipe up on the alarm face to dismiss but i) swiping up rather than touching screen when you are half asleep is very difficult and results in setting snooze more than half the time even if you really try to swipe to dismiss and ii) if you do manage to swipe up to dismiss, then you completely delete your recurring alarm.This is especially annoying as Amazon could so easily fix this by simply making touching the screen turn off the alarm but NOT delete it or at least make it a setting to decide whether touching the screen for a recurring alarm snoozes or turns it off.  But as the clock has been out for a year now and they still haven't adding this setting, clearly not going to happen.  This may be the biggest product design screw up Amazon has ever made.",Negative
Absolutely love!!,Positive
A GREAT PRODUCT...once we learned how to work it...this thing is awesome!!!,Positive
"Ill give that hotel 1 star or motel style ,no cufe in room  i asked Y ?they told me even belagio  hotel dont have ,are u comparing to that !!! Slow as speed internet , no buffet. Away from strip its not worth it",Negative
"The food and drinks are blah, but the service is always great! Happy hour and trivia are always fun at Skip & Jan's.",Neutral
"The place was way too loud, could hardly have a convesation. Food was poorly cooked and greasy and way overpriced. Would not recommend and will not be back",Negative
"Total meh. Mediocre food, too long a wait-whole place reminded me of a snack bar at a gym or something.",Negative
"The one star reviews are extremely accurate. Not coming back, too bad -- cool location.",Negative
"I took a chance on a certified refurbished unit for $29. Looks brand new...no excuses or disappointments. 5 minute trouble-free set up! Effortless bluetooth speaker connectivity through the Alexa App on my iPhone was flawless. Listening to my favorite tunes through a Bose Bluetooth setup and couldn't be happier. Walk through the door and just ask Alexa to: &#34;Play 80's music&#34; and viola... instant atmosphere! No more opening the iPad, going to settings, turning on bluetooth and then accessing the Pandora app. It just makes things so effortless. A true joy right out of the box! If I didn't discover any other uses for this fine piece of technology it was worth every penny!",Positive
"Terrible, inconsiderate employees and service!",Negative
Pretty good. Buffet a little toned down for American spice levels but otherwise good. \nTry their fresh made juices like pineapple - ginger.\nAll you can eat great for dudes with active appetites.,Neutral
"Hard to hear, had to blue tooth it to a better speaker.",Neutral
Access to apps,Positive
I set up the Echo Dot and it worked for an hour and then died completely. DO NOT BUY refurbished!!!! I sent back for return the day after I received.,Negative
Server was knowledgeable but hostess/manager was extremely rude. Will update after a second attempt.,Neutral
This is no longer Guardian who was bought out by Safelight and this location has been closed.,Neutral
Best of the best .....,Positive
"Great barber shop. Clean, friendly, and skilled. Just wish they were open Saturdays and closed a diff day of the week. \n\nStop in and give these guys a try. You won't regret it.",Positive
"We Came to the here on our casino walk. We played a couple of slots and took quiet a few pictures of the world famous beam of light and was fairly impressed with how well themed the place was. No, I did not see Cris Angel.",Neutral
Very easy to set up. Works wonderful and I love it!!,Positive
"Horrible food, avoid at all cost! Steak sandwich was nothing but fat, after the lady at the counter told us it wasn't...",Negative
Love it! It's everything I wanted and more,Positive
"Works great, but I don't think Amazon should charge another cent for unlimited music when you 1) Have Prime AND 2) Buy an Echo.",Positive
"Food is ok, lots of selection. Just a way pricey for its quality on a Labor Day. Should have been more special. Dessert bar isn't what i expected.. Crab legs was wayyy frozen and salty.",Neutral
"Service was good, attentive.  Pitcher of Marg, ok\nFood, Not very good\nDont think its all fresh Or all made on site",Negative
"Would be 5 stars if you could turn off the &#34;Things to Try&#34; screen!!!  I should have read up on this before buying the Spot.  Amazon, please update to enable us to turn this off!  It is SO extremely annoying to look over to see the time but instead see &#34;Things to try&#34;.",Neutral
"Good place but expensive.\n\nBreakfast (Monday - Friday, 7 a.m. - 11 a.m.): $25.99\nBrunch (Saturday - Sunday, 8 a.m. - 3 p.m.): $40.99\nLunch (Monday - Friday, 11 a.m. - 3 p.m.): $32.99\nDinner (Daily, 3 p.m. - 10 p.m.): $45.99 on weekdays, $50.99 on weekends\n\nReally for a buffet.",Neutral
"Pretty solid food, always decent crowd, and ok service!",Neutral
very good option,Positive
"Had chicken skewer platter from here, rice was perfect. good meal. will bring husband when they move to new location on durango in oct",Neutral
Loved it!,Positive
"Perhaps we went on an off night.  What I remember were about 40 small, difficult to eat (unsatisfying) mussels and my dining partner having severe g.i. pain from the gnocchi that was smothered in butter.  Seriously blah.  Charming decor, though.",Neutral
My go to when I don't want to sit in a smokey bar to eat dinner.  Fast friendly service and good food.,Neutral
We arrived with a reservation on a low traffic evening.  It took us a half hour to get our car.  Agents were VERY slow.  Ours seemed more interested in selling us insurances than getting us to our car.  The car we finally ended up with had minimal accessories.,Negative
Very good service. Had the chicken rotisserie and beef ribs. I loved the ribs more than the chicken.  A little pricey but excellent ambience.,Positive
"I had high expectations here, but I was sorely disappointed. I didn't really enjoy anything I ate here. \n\nSo yeah, I give it one star for the variety of food they offer. Another one for it being edible. \n\nThat's all I have to say about that.",Negative
"My husband and I LOVE the spicy chicken bowl here. We could eat this clean low calorie food every single day. The chicken thigh pieces are a combination of crispy, salty and sweet on a bed of sticky brown rice and a side of perfectly steamed crunchy broccoli. Yum",Positive
Wow. The sushi bar is terrible. Tourist rolls and madly overpriced. The fish is far from quality and the rice couldn't be less inspiring. The Las Vegas hotel and all it's amenities are a ghost town. The sushi bar was the only thing open at 9:30. It was downright odd.,Negative
"Doesn't work with my fairly new smart TV, but that's mainly the TV manufacturers(LG) fault due to not supporting anything older than TVs from this year. My smart locks also need an additional piece of equipment in order to connect as well. Speakers sound great and works very well.",Positive
Love this for bedside clock/alarm/radio.  Face can dimat night so it’s not bright for sleeping.,Positive
"awful, food was not good, people with me got sick and will not go there again.",Negative
"Saw Les Miserables here.  Parking deck full, so we had to park in an open lot.  The theatre itself is elegant, with plentiful seating.  Surprised that beverages are not sold during performances, as the proceeds could benefit the college and theatre.",Neutral
"I love these, I have 2 dots and one echo. For a medium size rooms these are loud enough without external speakers although I do use external for the dots.",Positive
I am giving this place a 1 star because the service is very bad.  The waitress took 15 mins to bring our drink orders.  Overall the service was just plain bad.  Food was decent. I would not come back here based on service,Negative
Sandwiches were good. Excellent selection of beer. Priced a little high. Will go back for the two for one specials on Monday and Tuesday.,Neutral
Gr8 omelettes and other breakfast items.  Pancakes and waffles are good.   Lunch is less impressive.   Bread seems smothered in butter so ask for dry.  Service is efficient and friendly.  Gr8 coffee.  Good specials.,Neutral
Combo plates are a good size but need more selection for a korean style place. Miss my long rice on the side  instead of a plate. not bad tho,Neutral
"food is ok.  standard fair.  good selection overall, and friendly staff.  seems always busy and for me it was the only option open on new years day before we ran out of patience and just wanted breakfast.  not bad.... just never been blown away by us egg.",Neutral
I don't recommend this place at all. My friends and I ordered different menus but no one was satisfied.,Negative
This particular location specializes in making their customers wait. 7 people in line for the pharmacy and only one cash register open. Hmmm... :/,Negative
"I'll check this place out, despite the whinings of a few.",Neutral
I purchased this for my daughter and we all love this!!!! its amazing!! we love the games!,Positive
Came here for steak & eggs for 5.79. Such a good deal. Food is decent for the price but nothing super amazing. It was pretty packed even at 5 in the morning.,Positive
"Such a fantastic interior! So bright and inviting! Love it! But, make sure to ask for your sausage or bacon extra cooked, it arrived very, VERY under done. Oh, and the iced coffee blends are Delish!",Positive
It's Alexa.... what else can you say,Positive
"This place has great prices and a neat set up but it's always crowded and has a VERY heavy police presence. Now, I'm all for safety but I don't particularly enjoy feeling like a prisoner when downing drinks and playing darts. So three stars it is.",Neutral
"Best pizza in the 'Burg! They definitely don't skimp on the cheese and the sauce is awesome....it has a fresh tomato taste to it that goes well with the crisp, nutty crust.",Positive
"The best Italian we've found in Mesa yet. The Veal was amazing as was the gnocci. Order some wine, sit on the patio and stay late. A great place to bring a date.",Positive
"It's almost as good as In and Out only you pay more....oh, and the fries aren't as good.",Neutral
great selection VERY HIGH PRICES,Neutral
Love it and how easy it is to use. One of the best Prime Day purchases we have made.,Positive
Easy to set up; Easy to use!,Positive
"Never coming back! Serviced was not good, there was a bug in my drink and the cashier said something in her native language when my boyfriend and I walked away (my guess about the tip amount because we were not pleased with anything). DO NOT WASTE YOUR TIME OR MONEY!!!!!",Negative
Love it.  Great product,Positive
"Because it was an expensive meal, our group of 6 expected a finer dining experience.  The osso buco was very good.  The shrimp scampi with pasta lacked flavor.  Lasagna, lobster and chicken picante were all right but not fantastic.  Great service and atmosphere.  Wish the food had been better.",Neutral
im starting to think that the gay nightlife in vegas is lame cause i came here as well... and i sure did come on a bad night. horrible.,Negative
"Not what we expected. Their most\nPopular chicken dish was super dry and just not that good. Sorry Chino Bandido fans, we won't be back and I wish I could get my $20 back.",Negative
"Service was really weak ...when a problem arose with our order, the waitress just could not have cared less.\nAs for the chocolate, it's o.k., but I found this place to be more focused on marketing than the chocolate.",Negative
"pretty good place to buy or sell used books, CDs, movies, etc.\ni haven't really been since the advent of downloading, but i always favored Eastside over this place for atmosphere, authenticity of \""record\"" shop and staff.",Neutral
The echo spot is really great. I just got it and is easy to set up. I do have one problem. When the advertise it they show a screen with the time weather and your town. Sadly there is no way to make this the home screen. The home screen is just the time😔. I spoke to support and the wonderful lady tried and researched for 45 minutes to no avail. I am disappointed because I wanted that screen all the time not just during an occasional screen rotate. I am hoping they will do something about this. Other than that it’s great,Positive
"Not the best sushi I've had. True to price, cheap price = semi decent in taste. Probably wont come back but it was worth a try.",Neutral
"Primanti Brothers is definitely worth the experience. French fries on a burger on jumbo soft white bread is a must if you visit Pittsburgh. It's one of a few classic Pittsburgh things ('Pittsburgh left'), even if it is perhaps the one that only a mother could love.",Negative
"My wife has been using Skype for years to talk to her parents daily, with constant technical issues.  Since her father is 88, it's a lot to ask the man to uninstall/reinstall/reconfigure Skype, but he does.  When I saw these on sale, I jumped on them.  My wife was resistant to &#34;learn a new technology&#34;, but I told her these just work - like the video phones I saw at the New York World's Fair in 1964 - 54 years ago!Yesterday it set up quickly and worked fine, with no issues.  My wife told her co-worker today and she went out and bought 3 - one for herself and her husband, and one for each set of parents.  It just works, like a telephone - imagine that.",Positive
"Ordered the hot hawaii or whatever it's called. Spicy and delicious. The pizza itself was fantastic. \n\nMy order of asparagus... not so much. For five pieces of aspargus (that had half the stalk cut off), I paid $5. Which really is WAY too expensive for what it is.",Neutral
"This place has good food, it lost stars 1 for price and 2 because one of the ladies waiting on us knew no English....and pushed water on us (not physically) instead of just taking our order for drinks",Neutral
"It's been five minutes and our kids menu food is not out yet. Neither are the appetizers. We know the food will be good when we get it, but service is not on point.",Negative
Waited an hour and a half for some of the worst rolls and steak teriyaki I have ever had.,Negative
"Dirty. Greasy. I got sick. There are so many better options available in Squirrel Hill, so don't even bother going here.",Negative
No matter what time of day it is...the staff is always cheerful and ready to help you! Great team!,Positive
Great dive burger joint.  Really enjoyed the cowboy burger.  The fries are well seasoned and crispy too!,Neutral
"the construction on the office was supposed to be done months before, they did not even notify us that this would be starting, now that they are finished, we have to pay $50 to get a key to even use the amenities",Negative
"I love Alexa, she works great but she not for little children. She doesn't understand if you don't speak clearly. She fun to have",Positive
Would never go back.  They ruined an expensive dress and would not take responsibility for the damage.  They send their stuff out.  If you like your clothes find another cleaner!,Negative
Great environment love the atmosphere. They have really good unique dishes you can't find anywhere else. Service in the courtyard area was ehh but the hookah lounge service is phenomenal. Love the hookah flavors! A must visit if you're a hookah lover.,Positive
"Decent hotel not too far from the strip, clean with very big rooms. Stayed here in June during the week. You can park you car close to your building//room and don't have to walk through endless halls of casino. Resort fee 19$.",Neutral
"Cow pie! We went to Andersons for our Hogmanay steak pie and it was scrumptious: lots of tasty filling, topped by thick and delicious puff pastry. \n\nThe rest of the meat on display looked good too, and staff were friendly - I'll definitely go back.",Positive
Its very nice,Positive
"While this place has great ambiance, I won't be back. I really have had better tasting vegetarian food elsewhere :(",Negative
Small device that my kids like to ask questions. Very handy friendly interactive,Positive
Terrible customer service. I have been in there 2 times and the people always. Always   Have such an attitude. The one on Sahara is much nicer,Negative
"I LOOOOOOOVE this thing! :) Watching movies on it is a bit of a disaster because of the round screen, but other than that it's a GREAT chachki toy :)",Positive
"Decided to try Venezia's based on the reviews from other Yelp reviewers.  Apparently, these other reviewers have never had good pizza because this place was pretty ordinary.",Neutral
"They do a great job grooming.  However, customer service is bad. During one visit I was given the wrong dog.   And a second visit charged more than previous times. They claim my dog is bigger than standard.",Negative
One problem you need to buy an app from amazon to mirroring your iphone .. app price 2.99$ .. other than that the device is perfect,Positive
"Lots of hype for nothing. I've had better waffles, chicken, grits, etc. elsewhere. The service and staff there were upbeat and fun. I'm glad I didn't have to wait. If you want to try it, go early for breakfast.",Negative
"Very nice gyro. Fries were a bit generic. They have delicious tira misu! The pizza is OK, not bad, but not fantastic. I'd get the gyros there (very meaty and fresh) and tira misu.",Neutral
One of the worst front office staffs ever in medical history .\nPatients are treated poorly and totally disrespected .\nThere is something wrong when patients are treated like faceless cows .\n\nThe doctor and PA are good but getting to them is really unprofessional.\nBad experience .,Negative
"This is 1 of 6 echo devices in the house and is currently being deployed as a bedside alarm clock.  I use it basically as an echo dot with a clock attached and may occasionally pull up camera video.  Audio quality and screen quality are really are not appropriate for music or watching video.  Much of the time it works well as alarm clock, but there are some serious flaws, particularly if you are the last one to bed or the first to wake.  It doesn’t seem like the engineers actually tested this in a bedroom with 2 people on different schedules.  Try walking into a dark bedroom with a sleeping wife and waking her up by saying “Alexa set an alarm for 5am” and then having Alexa repeat “OK alarm set for 5am.”  Not good.  I suppose you could whisper then fumble for the volume down button but that is stupid.  Plain and simple, this device needs to be brought into the 1990’s and have simple touch screen interface added to set an alarm.  I know there is a cumbersome interface for these situations where one can set an alarm from the alexa app on your phone.  No thanks, if I’m picking up my phone to set an alarm I will just use its built in alarm and save a step.  At least the engineers allow the alarm to be turned off from the touch screen, so for example if you wake up a few minutes early you can cancel the alarm without speaking and waking your spouse.  The interface for using the touch screen to cancel an alarm that has gone off is however not great.  There should be separate snooze and cancel buttons.  Currently a touch snoozes and a swipe cancels.  It is too easy when half awake to snooze when you think you have cancelled.  When the snoozed alarm goes off a few minutes later, my not amused and no longer sleeping wife will let me know by summoning Alexa to turn off the bathroom lights while I’m in the shower.",Neutral
"Don't do it! Not worth the $5.00 savings for the nail infection I have fought with all summer. Avenue gave me more than I wanted!\nWhen he broke the skin he said \"" Oh, you have ingrown toe nail\"". \nNo, you don't know what your doing!",Negative
"Just did carry out. Panda Express is WAY better. Actually, Taco Bell is better.",Negative
"not very clean environment, waitress is rude. I received the worst service ever in my life. food is not authentic Chinese flavour at all, overall an awful experience. not recommended. \u5c31\u662f\u6d17\u5566",Negative
Booooo,Negative
"Never has customer service and competency been so bad...never. Wasted my time, money...no apologies. No compensation. By the end of a frustrating two day experience, I simply cancelled everything.",Negative
I love the firestick ! It's easy to set up and use. It rarely stops to buffer and. It  would be a bargain at twice the price.,Positive
Always the best. Eating here makes you happy. And wheb theyvhave fresh crawfish it is truly juicy. Yummmy!!,Positive
"Alexa is pretty dumb ,,,",Negative
"What's so special about this place? The sauce is okay, but Chick-fil-a has more choices of chicken and sauces. The \""texas toast\"" I got was not even toasted.",Negative
Absolutely the worst HOA ever so I agree with all the previous reviews. Totally unresponsive after they send you vague violation notices and they seem to want to just cowtow to the Board that just hired them. Avoid any community managed by this group.,Negative
"This thing is way cool!  You should get one.  If you want to be cool, that is.",Positive
"What's all of the hype? There is better pizza in town like everywhere. Napolis, Sammy's, Angelina's, Rocco's NY PIzza, etc. etc.",Neutral
"Love the chicken Parmesan! My second favorite is the chicken tips.  The wait staff is always friendly and prompt.  If you go on Sunday, be prepared for at least a 20 min wait. It is well worth it though. I have never had a bad meal.",Positive
Good neighborhood bar n grill.,Neutral
"Will be another club in a month or so, bad club, bad music, watered down overpriced drinks.",Negative
"I've gone here a few times and had o.k. service.  Nothing is ever impressive, i cant remember anything ive eaten here.. its forgettable :)... but the crowd is always friendly..  Last time the guy beside us gave us a pitcher of beer he ordered but couldn't drink ;)",Neutral
Fun atmosphere but not as kid-friendly as other places in the area.  The wait-staff is hot but not overly friendly.  Better for happy hour and late night madness for 20-somethings...and food is just okay!,Neutral
best donuts ever! I bought the 2 dozen package...1 box is their original glazed and the other box is your choice..go with the jelly filled ones and the lemon..their all good! plus they give you a glazed donut for free while you wait in line!,Positive
I went here for a birthday party on Saturday and there were two old drunk chicks fingerbanging on a couch. Classy joint!,Negative
"This place reeks of sweat and urine the SECOND you walk into the doors.  Inside it's dark, dingy and ghetto. There was no room to dance or to get drinks without being bumped into every couple of seconds.  The clientele are young and annoying.  I would never come here again.",Negative
what wine bar serves its wine in clear plastic party cups?!?!? \n\n#icantevenrightnow,Negative
CLOSED! Out of business,Negative
You can get a decent meal here. Nothing stellar mind you. It feels like pseudo gourmet cuisine.,Neutral
The thing I like most about my Echo Spot is the voice command feature.  You can ask anything and get an answer or play any music without getting up to adjust the Echo. Easy to use,Positive
Bloody Mary isn't great and costs $15. Save your money!!!!!,Negative
"Decent, good for pre-game or pre-activity drinking, but not if you are looking for authentic Mexican food",Neutral
"We came to this place for a birthday, the service was incompetent . My guests were disappointed in the food as so was I . Everything was bland. Tapas is small portions and not cheap. Save yourself the trouble and go to pintxo.",Negative
This place has decent food. The sevice is slow and staff is often pleasantly confused. If you don't mind waiting this is a good spot for lunch.,Neutral
The restaurant smells off when you walk in and my chicken teriyaki felt squishy.,Negative
"Drinks are expensive, service and food orders takes way too long.  $14 per cocktail.  Dont stop by for a drink if you are in a rush.",Neutral
I went to the new location at 7th St. & Thunderbird and it is also closed.,Negative
It's just like any other location but I do have to add that the staff was very nice and helpful.  It's only downfall was that the only cash wrap area is located in the fragrance area which I'm very sensitive and allergic to.  :(,Neutral
"This is great for music, video calling, kitchen timers, and probably a bunch more. The only reason I gave it 4 instead of 5 stars is because of the ever-floating ""things to try"" on the home screen. This is purely an aesthetic complaint, but hopefully soon Amazon allows the option to shut it off.",Positive
"Great food, just like any other Johnny Rockets location. This one is just slow because they only have a handful of employees working...expect to wait a while in line to order and get your food if you go when it's busy.",Neutral
Clear screen and great picture,Positive
"Clean, great food, and a great family restaurant. I like to go as an adult, but I can take my niece and nephew for a day as well.",Positive
"The food is pretty good here. The draw, though, is the fun environment. The staff sing tunes from the 50's and 60's while you eat, making for a very festive atmosphere inside !\n\nA great value for a restaurant inside a major casino, on the 'Strip'.",Neutral
Very responsive. Great sound quality for its size.,Positive
